timestamp_ms,vertical_name,records_count,status_code,response_time_ms
2025-10-29T00:44:45.583416,waste_management,0,0,80443.89
2025-10-29T00:44:45.583813,waste_management,0,0,80407.92
2025-10-29T00:44:45.584161,waste_management,0,0,78902.07
2025-10-29T00:44:45.585402,waste_management,0,0,73369.65
2025-10-29T00:44:45.593822,water_quality,0,0,81869.57
2025-10-29T00:44:45.594523,waste_management,0,0,79476.44
2025-10-29T00:44:45.597373,waste_management,0,0,76386.29
2025-10-29T00:46:47.108270,waste_management,0,0,120933.62
2025-10-29T00:46:47.109355,waste_management,0,0,121555.98
2025-10-29T00:46:47.109880,water_quality,0,0,121536.4
2025-10-29T00:46:47.110201,water_quality,0,0,121531.84
2025-10-29T00:46:47.110475,water_quality,0,0,121529.96
2025-10-29T00:46:47.110774,water_quality,0,0,121524.66
2025-10-29T00:46:47.111038,water_quality,0,0,121521.68
2025-10-29T00:46:47.114836,water_quality,0,0,121523.79
2025-10-29T00:46:47.116346,water_quality,0,0,121524.03
2025-10-29T00:46:47.116858,waste_management,0,0,121522.0
2025-10-29T00:46:47.117150,waste_management,0,0,121521.36
2025-10-29T00:46:47.117373,water_quality,0,0,121520.65
2025-10-29T00:46:47.117600,waste_management,0,0,121519.88
2025-10-29T00:46:47.117778,waste_management,0,0,121519.37
2025-10-29T00:46:47.117944,water_quality,0,0,121518.35
2025-10-29T00:46:47.118320,water_quality,0,0,120136.62
2025-10-29T00:46:47.118511,water_quality,0,0,121185.64
2025-10-29T00:46:47.119451,water_quality,0,0,121182.37
2025-10-29T00:46:47.119953,waste_management,0,0,121169.17
2025-10-29T00:46:47.120169,water_quality,0,0,121165.4
2025-10-29T00:46:47.120373,water_quality,0,0,121157.93
2025-10-29T00:46:47.120579,waste_management,0,0,121147.72
2025-10-29T00:46:47.120795,waste_management,0,0,121140.67
2025-10-29T00:46:47.121009,water_quality,0,0,121128.62
2025-10-29T00:46:47.121181,waste_management,0,0,121127.99
2025-10-29T00:46:47.121381,waste_management,0,0,121116.86
2025-10-29T00:46:47.121549,water_quality,0,0,120264.5
2025-10-29T00:46:47.121958,waste_management,0,0,121071.18
2025-10-29T00:46:47.122140,water_quality,0,0,121032.75
2025-10-29T00:46:47.122324,waste_management,0,0,121031.72
2025-10-29T00:46:47.122488,waste_management,0,0,121023.66
2025-10-29T00:46:47.122659,water_quality,0,0,121016.44
2025-10-29T00:46:47.122823,water_quality,0,0,121015.09
2025-10-29T00:46:47.123206,water_quality,0,0,121012.58
2025-10-29T00:46:47.123362,waste_management,0,0,120123.38
2025-10-29T00:46:47.123731,waste_management,0,0,120995.18
2025-10-29T00:46:47.124128,waste_management,0,0,120985.61
2025-10-29T00:46:47.124501,waste_management,0,0,120960.16
2025-10-29T00:48:47.630804,water_quality,0,500,241106.4
2025-10-29T00:48:47.632287,water_quality,0,0,6.77
2025-10-29T00:48:47.632901,water_quality,0,0,1.38
2025-10-29T00:48:47.633116,water_quality,0,0,3.03
2025-10-29T00:48:47.633306,water_quality,0,0,4.97
2025-10-29T00:48:47.633494,water_quality,0,0,6.88
2025-10-29T00:48:47.637547,waste_management,0,200,240332.04
2025-10-29T00:48:47.638643,water_quality,0,0,3.18
2025-10-29T00:48:47.643639,waste_management,0,200,240580.19
2025-10-29T00:48:47.657212,water_quality,41,200,241072.24
2025-10-29T00:49:21.951250,waste_management,0,500,154488.76
2025-10-29T00:49:22.288444,water_quality,0,500,154821.81
2025-10-29T00:49:24.285872,water_quality,0,500,156774.79
2025-10-29T00:49:24.288730,water_quality,0,500,156788.81
2025-10-29T00:49:24.649615,water_quality,0,500,157137.08
