timestamp_ms,node_id,node_name,latitude,longitude,area,sensor_type,domain,protocol,frequency,status_code,response_time_ms
2025-10-28T23:07:55.543005,1,Node_waste_management_3lwiu,17.422984,78.383944,Kondapur,tds,AE-WM01,MQTT,00:10:00,200,955
2025-10-28T23:07:55.599127,2,Node_water_quality_657i9,17.387194,78.360554,Chandanagar,tds,AE-WQ01,MQTT,00:05:00,200,947
2025-10-28T23:07:55.562758,2,Node_water_quality_pn8o1,17.406855,78.34953,Kothaguda,tds,AE-WQ01,MQTT,00:05:00,200,990
2025-10-28T23:07:56.456618,2,Node_waste_management_5sw97,17.426601,78.370289,Kukatpally,tds,AE-WM01,CoAP,00:05:00,200,3857
2025-10-28T23:07:56.477029,2,Node_waste_management_e6hx9,17.390444,78.377261,Kukatpally,tds,AE-WM01,MQTT,00:15:00,200,4035
2025-10-28T23:07:56.875837,3,Node_water_quality_equu5,17.388634,78.362821,BHEL,tds,AE-WQ01,MQTT,00:05:00,200,4036
2025-10-28T23:07:58.094194,1,Node_waste_management_r1q0v,17.415613,78.394489,Lingampally,tds,AE-WM01,CoAP,00:01:00,200,2895
2025-10-28T23:07:58.079357,1,Node_water_quality_cizb0,17.419717,78.381863,Miyapur,tds,AE-WQ01,MQTT,00:05:00,200,2931
2025-10-28T23:07:58.192959,1,Node_water_quality_urktu,17.420399,78.382957,Kothaguda,tds,AE-WQ01,MQTT,00:15:00,200,3113
2025-10-28T23:07:57.014894,3,Node_water_quality_caw5j,17.400921,78.35511,IIIT Campus,tds,AE-WQ01,MQTT,00:10:00,200,4412
2025-10-28T23:07:59.527337,1,Node_water_quality_zmy7j,17.418237,78.382175,BHEL,tds,AE-WQ01,CoAP,00:15:00,200,1919
2025-10-28T23:07:56.558909,1,Node_waste_management_nsmf9,17.434644,78.340336,Hitech City,tds,AE-WM01,CoAP,00:10:00,200,4905
2025-10-28T23:07:57.133056,3,Node_water_quality_a0fqk,17.438151,78.347273,BHEL,tds,AE-WQ01,MQTT,00:10:00,200,4349
2025-10-28T23:07:56.821544,2,Node_waste_management_nmloi,17.391407,78.338275,JNTU,tds,AE-WM01,MQTT,00:05:00,200,4661
2025-10-28T23:07:58.164360,1,Node_water_quality_zp2cw,17.402042,78.370658,JNTU,tds,AE-WQ01,MQTT,00:01:00,200,3335
2025-10-28T23:07:59.572956,1,Node_waste_management_hyn68,17.410407,78.383412,JNTU,tds,AE-WM01,MQTT,00:05:00,200,1981
2025-10-28T23:07:58.200819,1,Node_water_quality_fuo9p,17.38527,78.358773,Hitech City,tds,AE-WQ01,MQTT,00:10:00,200,3364
2025-10-28T23:07:56.652539,2,Node_waste_management_z81qr,17.438333,78.38351,Hitech City,tds,AE-WM01,MQTT,00:05:00,200,4913
2025-10-28T23:07:58.178835,1,Node_waste_management_atitk,17.437642,78.386119,Hitech City,tds,AE-WM01,CoAP,00:01:00,200,3409
2025-10-28T23:07:56.692582,2,Node_water_quality_hw9pu,17.426838,78.364086,Miyapur,tds,AE-WQ01,CoAP,00:10:00,200,4904
2025-10-28T23:07:56.855734,2,Node_water_quality_b2ljv,17.428605,78.341298,Hitech City,tds,AE-WQ01,MQTT,00:10:00,200,4761
2025-10-28T23:07:58.224613,1,Node_water_quality_c02du,17.442009,78.384516,Chandanagar,tds,AE-WQ01,CoAP,00:15:00,200,3403
2025-10-28T23:07:56.596521,2,Node_waste_management_9bzun,17.435273,78.350273,BHEL,tds,AE-WM01,MQTT,00:05:00,200,5067
2025-10-28T23:07:58.216017,1,Node_waste_management_b78hn,17.40752,78.359434,Gachibowli,tds,AE-WM01,MQTT,00:10:00,200,3486
2025-10-28T23:07:59.549102,1,Node_waste_management_qoxm6,17.4164,78.347739,Kondapur,tds,AE-WM01,CoAP,00:05:00,200,2185
2025-10-28T23:07:59.592814,1,Node_water_quality_cfr1k,17.417103,78.376374,Chandanagar,tds,AE-WQ01,MQTT,00:15:00,200,2160
2025-10-28T23:07:59.620763,1,Node_water_quality_pf50d,17.431319,78.388209,BHEL,tds,AE-WQ01,MQTT,00:10:00,200,2144
2025-10-28T23:07:59.607084,1,Node_waste_management_u334f,17.442278,78.391462,Lingampally,tds,AE-WM01,MQTT,00:15:00,200,2173
2025-10-28T23:07:56.934887,2,Node_waste_management_b2hy3,17.444548,78.344816,Madhapur,tds,AE-WM01,CoAP,00:05:00,200,4849
2025-10-28T23:07:56.868720,3,Node_water_quality_4xre4,17.397051,78.372641,Gachibowli,tds,AE-WQ01,MQTT,00:15:00,200,4922
2025-10-28T23:07:59.599275,1,Node_waste_management_mlqif,17.386122,78.353268,Chandanagar,tds,AE-WM01,MQTT,00:15:00,200,2216
2025-10-28T23:07:59.653046,1,Node_waste_management_8ycz6,17.387995,78.393431,Miyapur,tds,AE-WM01,MQTT,00:01:00,200,2199
2025-10-28T23:07:59.641120,1,Node_water_quality_vqmkv,17.416674,78.374355,Miyapur,tds,AE-WQ01,MQTT,00:10:00,200,2246
2025-10-28T23:07:59.755843,1,Node_waste_management_ra6j8,17.414732,78.390995,BHEL,tds,AE-WM01,CoAP,00:05:00,200,2202
2025-10-28T23:08:00.802509,1,Node_water_quality_4vl6z,17.406931,78.352866,Kothaguda,tds,AE-WQ01,MQTT,00:01:00,200,1201
2025-10-28T23:07:59.514585,1,Node_waste_management_bi9sr,17.410663,78.384476,Miyapur,tds,AE-WM01,MQTT,00:01:00,200,2501
2025-10-28T23:07:59.885488,1,Node_waste_management_5xodj,17.391149,78.339503,Miyapur,tds,AE-WM01,CoAP,00:10:00,200,2163
2025-10-28T23:08:00.137423,1,Node_waste_management_lxl6q,17.404528,78.384237,Madhapur,tds,AE-WM01,CoAP,00:15:00,200,1918
2025-10-28T23:08:00.009851,1,Node_water_quality_mvq7z,17.405953,78.337379,BHEL,tds,AE-WQ01,MQTT,00:10:00,200,2052
2025-10-28T23:08:00.163165,1,Node_waste_management_7yjsz,17.443879,78.363182,Kukatpally,tds,AE-WM01,CoAP,00:01:00,200,1939
2025-10-28T23:08:00.649903,3,Node_waste_management_xzw1j,17.416174,78.379012,Kothaguda,tds,AE-WM01,MQTT,00:15:00,200,1481
2025-10-28T23:08:01.385652,4,Node_waste_management_adf2d,17.423715,78.379747,Chandanagar,tds,AE-WM01,CoAP,00:15:00,200,782
2025-10-28T23:08:01.419360,2,Node_water_quality_7thx3,17.41821,78.385801,Miyapur,tds,AE-WQ01,MQTT,00:10:00,200,775
2025-10-28T23:08:01.572697,2,Node_waste_management_fwbdc,17.428111,78.371984,Kondapur,tds,AE-WM01,CoAP,00:05:00,200,636
2025-10-28T23:08:01.645144,2,Node_water_quality_ieo70,17.439213,78.35945,Kondapur,tds,AE-WQ01,CoAP,00:05:00,200,613
2025-10-28T23:08:00.279985,1,Node_waste_management_8w5cu,17.443085,78.380222,Lingampally,tds,AE-WM01,CoAP,00:15:00,200,2023
2025-10-28T23:08:00.983358,3,Node_water_quality_azofs,17.433428,78.343,Chandanagar,tds,AE-WQ01,MQTT,00:15:00,200,1450
2025-10-28T23:08:01.824450,2,Node_water_quality_frv6c,17.413995,78.35827,Kothaguda,tds,AE-WQ01,CoAP,00:15:00,200,624
2025-10-28T23:08:01.352244,1,Node_water_quality_h7gj3,17.441017,78.336696,Kondapur,tds,AE-WQ01,MQTT,00:01:00,200,1114
2025-10-28T23:08:01.408374,1,Node_water_quality_co1u5,17.391644,78.384993,Hitech City,tds,AE-WQ01,MQTT,00:15:00,200,1063
2025-10-28T23:08:01.262646,1,Node_waste_management_finum,17.430103,78.36201,Miyapur,tds,AE-WM01,MQTT,00:15:00,200,1244
2025-10-28T23:08:01.887613,2,Node_water_quality_6c7kk,17.401406,78.374717,Kondapur,tds,AE-WQ01,CoAP,00:05:00,200,675
2025-10-28T23:08:01.788805,2,Node_waste_management_cj4ko,17.390933,78.380237,Hitech City,tds,AE-WM01,MQTT,00:10:00,200,775
2025-10-28T23:08:01.518392,1,Node_waste_management_1fvbb,17.40753,78.347245,Kondapur,tds,AE-WM01,CoAP,00:15:00,200,1089
2025-10-28T23:08:01.998766,2,Node_waste_management_vt88l,17.406931,78.368909,Madhapur,tds,AE-WM01,CoAP,00:15:00,200,636
2025-10-28T23:08:01.833333,4,Node_waste_management_46mt8,17.439363,78.393207,Madhapur,tds,AE-WM01,MQTT,00:15:00,200,827
2025-10-28T23:08:01.942245,4,Node_waste_management_8232m,17.429943,78.349586,IIIT Campus,tds,AE-WM01,MQTT,00:15:00,200,847
2025-10-28T23:08:01.853255,2,Node_waste_management_x56rj,17.441069,78.365281,Kondapur,tds,AE-WM01,MQTT,00:10:00,200,937
2025-10-28T23:08:02.165835,2,Node_water_quality_l7gvo,17.393327,78.357502,BHEL,tds,AE-WQ01,CoAP,00:15:00,200,670
2025-10-28T23:08:02.135958,2,Node_water_quality_2k1vk,17.388612,78.377768,Madhapur,tds,AE-WQ01,CoAP,00:05:00,200,756
2025-10-28T23:08:02.262700,2,Node_waste_management_fjodk,17.410745,78.378633,Gachibowli,tds,AE-WM01,CoAP,00:15:00,200,677
2025-10-28T23:08:02.015445,3,Node_water_quality_6sxo4,17.396888,78.345729,Miyapur,tds,AE-WQ01,MQTT,00:01:00,200,943
2025-10-28T23:08:02.180736,2,Node_water_quality_khd00,17.439948,78.337101,JNTU,tds,AE-WQ01,MQTT,00:05:00,200,792
2025-10-28T23:08:02.093897,2,Node_waste_management_d84xb,17.427463,78.355016,Lingampally,tds,AE-WM01,MQTT,00:15:00,200,880
2025-10-28T23:08:02.267435,2,Node_water_quality_0kmdb,17.436109,78.393081,Chandanagar,tds,AE-WQ01,MQTT,00:05:00,200,774
2025-10-28T23:08:02.317248,2,Node_water_quality_pxuxm,17.399257,78.341767,Miyapur,tds,AE-WQ01,CoAP,00:10:00,200,830
2025-10-28T23:08:02.218646,4,Node_water_quality_hdrwm,17.434205,78.383158,BHEL,tds,AE-WQ01,MQTT,00:01:00,200,933
2025-10-28T23:08:02.239206,3,Node_water_quality_zn034,17.429311,78.384244,Chandanagar,tds,AE-WQ01,MQTT,00:01:00,200,926
2025-10-28T23:08:02.402368,2,Node_water_quality_twkk8,17.390287,78.360333,Kukatpally,tds,AE-WQ01,MQTT,00:15:00,200,787
2025-10-28T23:08:02.307447,2,Node_water_quality_3k1s6,17.407025,78.34024,Lingampally,tds,AE-WQ01,MQTT,00:10:00,200,887
2025-10-28T23:08:02.301298,2,Node_waste_management_omy9z,17.427895,78.348937,Kukatpally,tds,AE-WM01,CoAP,00:05:00,200,906
2025-10-28T23:08:02.398279,2,Node_waste_management_5ffnw,17.391589,78.386936,IIIT Campus,tds,AE-WM01,MQTT,00:15:00,200,818
2025-10-28T23:08:02.517434,5,Node_waste_management_eunc0,17.399738,78.374486,Lingampally,tds,AE-WM01,CoAP,00:15:00,200,711
2025-10-28T23:08:02.562115,2,Node_waste_management_67c1o,17.396644,78.348276,BHEL,tds,AE-WM01,CoAP,00:05:00,200,686
2025-10-28T23:08:02.645307,3,Node_waste_management_vdhfz,17.410917,78.356285,Hitech City,tds,AE-WM01,CoAP,00:10:00,200,615
2025-10-28T23:08:02.651663,4,Node_waste_management_hmxx3,17.420682,78.375571,BHEL,tds,AE-WM01,MQTT,00:05:00,200,714
2025-10-28T23:08:02.705231,3,Node_water_quality_infc3,17.432089,78.390454,Miyapur,tds,AE-WQ01,CoAP,00:15:00,200,732
2025-10-28T23:08:02.721644,3,Node_water_quality_37vgc,17.39804,78.355182,JNTU,tds,AE-WQ01,CoAP,00:10:00,200,721
2025-10-28T23:08:02.140406,3,Node_waste_management_667gl,17.405826,78.38605,Hitech City,tds,AE-WM01,CoAP,00:15:00,200,1372
2025-10-28T23:08:02.702572,1,Node_water_quality_io5v4,17.43817,78.375283,Miyapur,tds,AE-WQ01,MQTT,00:05:00,200,813
2025-10-28T23:08:02.561021,1,Node_waste_management_fc3w9,17.440949,78.371768,Lingampally,tds,AE-WM01,MQTT,00:15:00,200,977
2025-10-28T23:08:01.999986,3,Node_water_quality_wzwft,17.412694,78.362074,Kukatpally,tds,AE-WQ01,MQTT,00:10:00,200,1554
2025-10-28T23:08:02.952546,3,Node_waste_management_lrivs,17.406295,78.372199,Chandanagar,tds,AE-WM01,MQTT,00:01:00,200,614
2025-10-28T23:08:01.983060,3,Node_waste_management_kqls6,17.390459,78.372481,Miyapur,tds,AE-WM01,MQTT,00:15:00,200,1589
2025-10-28T23:08:02.111024,3,Node_water_quality_b4wjl,17.416563,78.345172,Madhapur,tds,AE-WQ01,MQTT,00:01:00,200,1490
2025-10-28T23:08:02.908119,3,Node_waste_management_terf3,17.385492,78.351829,IIIT Campus,tds,AE-WM01,CoAP,00:10:00,200,709
2025-10-28T23:08:02.345404,1,Node_water_quality_kuuq6,17.404398,78.363184,Kothaguda,tds,AE-WQ01,CoAP,00:01:00,200,1292
2025-10-28T23:08:02.930892,4,Node_waste_management_kmn0i,17.391713,78.355317,JNTU,tds,AE-WM01,MQTT,00:01:00,200,731
2025-10-28T23:08:02.832108,2,Node_water_quality_oj5ct,17.4293,78.383868,Madhapur,tds,AE-WQ01,CoAP,00:10:00,200,831
2025-10-28T23:08:02.789119,2,Node_waste_management_s26bn,17.427815,78.381913,Kukatpally,tds,AE-WM01,CoAP,00:15:00,200,877
2025-10-28T23:08:02.889344,2,Node_water_quality_imdec,17.417612,78.349439,JNTU,tds,AE-WQ01,CoAP,00:05:00,200,778
2025-10-28T23:08:03.205359,3,Node_waste_management_y0unf,17.419487,78.350935,IIIT Campus,tds,AE-WM01,CoAP,00:05:00,200,500
2025-10-28T23:08:03.172905,2,Node_water_quality_mdnlw,17.416427,78.393717,Kukatpally,tds,AE-WQ01,CoAP,00:15:00,200,535
2025-10-28T23:08:03.324299,3,Node_water_quality_ergca,17.425227,78.378298,Kothaguda,tds,AE-WQ01,CoAP,00:10:00,200,394
2025-10-28T23:08:03.209371,3,Node_water_quality_xy5hg,17.405795,78.340318,JNTU,tds,AE-WQ01,MQTT,00:15:00,200,517
2025-10-28T23:08:02.509865,2,Node_water_quality_tq8w1,17.406905,78.389445,IIIT Campus,tds,AE-WQ01,CoAP,00:01:00,200,1237
2025-10-28T23:08:02.500509,2,Node_waste_management_ga10t,17.424273,78.389142,Kondapur,tds,AE-WM01,MQTT,00:05:00,200,1291
2025-10-28T23:08:03.106881,5,Node_waste_management_9qj26,17.411191,78.367643,Kondapur,tds,AE-WM01,MQTT,00:10:00,200,708
2025-10-28T23:08:03.075315,3,Node_water_quality_o05j1,17.407596,78.351403,Chandanagar,tds,AE-WQ01,MQTT,00:01:00,200,767
2025-10-28T23:08:03.278848,3,Node_waste_management_1yvkk,17.409215,78.388473,Kondapur,tds,AE-WM01,CoAP,00:05:00,200,651
2025-10-28T23:08:02.580238,2,Node_water_quality_craeh,17.399461,78.378708,Kukatpally,tds,AE-WQ01,CoAP,00:05:00,200,1400
2025-10-28T23:08:02.504093,2,Node_waste_management_olvgq,17.439064,78.361377,JNTU,tds,AE-WM01,MQTT,00:10:00,200,1477
2025-10-28T23:08:02.788179,1,Node_water_quality_ktjog,17.414911,78.372255,JNTU,tds,AE-WQ01,MQTT,00:15:00,200,1201
2025-10-28T23:08:03.510211,3,Node_water_quality_mi2if,17.392722,78.342618,Kondapur,tds,AE-WQ01,MQTT,00:05:00,200,494
2025-10-28T23:08:02.906934,1,Node_waste_management_1nlyr,17.430801,78.352087,Miyapur,tds,AE-WM01,CoAP,00:05:00,200,1112
2025-10-28T23:08:02.612680,2,Node_water_quality_tv02v,17.391064,78.379275,JNTU,tds,AE-WQ01,MQTT,00:05:00,200,1408
2025-10-28T23:08:03.231528,5,Node_water_quality_t6qxl,17.395238,78.362698,Hitech City,tds,AE-WQ01,CoAP,00:15:00,200,839
2025-10-28T23:08:03.678224,4,Node_waste_management_j7va6,17.438361,78.372362,Kothaguda,tds,AE-WM01,CoAP,00:15:00,200,401
2025-10-28T23:08:03.336570,3,Node_water_quality_ij43d,17.423765,78.361302,IIIT Campus,tds,AE-WQ01,CoAP,00:05:00,200,823
2025-10-28T23:08:03.702408,5,Node_waste_management_zy6wl,17.401564,78.362281,Kondapur,tds,AE-WM01,CoAP,00:10:00,200,502
2025-10-28T23:08:03.257088,3,Node_waste_management_hltf7,17.421953,78.364186,Hitech City,tds,AE-WM01,MQTT,00:10:00,200,954
2025-10-28T23:08:03.734011,6,Node_water_quality_n44di,17.417779,78.370143,JNTU,tds,AE-WQ01,MQTT,00:15:00,200,671
2025-10-28T23:08:02.643816,2,Node_water_quality_f8m23,17.42849,78.381785,Kothaguda,tds,AE-WQ01,MQTT,00:15:00,200,1787
2025-10-28T23:08:03.655012,3,Node_water_quality_y5a1p,17.424177,78.335184,IIIT Campus,tds,AE-WQ01,CoAP,00:10:00,200,786
2025-10-28T23:08:03.491710,3,Node_water_quality_acg2w,17.392937,78.341265,Kukatpally,tds,AE-WQ01,MQTT,00:15:00,200,965
2025-10-28T23:08:03.548427,4,Node_waste_management_hcazc,17.440319,78.38057,Kondapur,tds,AE-WM01,CoAP,00:01:00,200,909
2025-10-28T23:08:03.818642,3,Node_water_quality_n41id,17.40655,78.353365,BHEL,tds,AE-WQ01,MQTT,00:05:00,200,646
2025-10-28T23:08:03.837715,4,Node_water_quality_u1ald,17.41842,78.379254,IIIT Campus,tds,AE-WQ01,MQTT,00:15:00,200,672
2025-10-28T23:08:03.826648,5,Node_water_quality_gqokw,17.418435,78.371958,Hitech City,tds,AE-WQ01,CoAP,00:15:00,200,721
2025-10-28T23:08:03.707063,3,Node_water_quality_qfv1v,17.432757,78.384648,IIIT Campus,tds,AE-WQ01,CoAP,00:05:00,200,869
2025-10-28T23:08:03.808292,3,Node_water_quality_xv1x1,17.423796,78.360002,Kukatpally,tds,AE-WQ01,MQTT,00:15:00,200,798
2025-10-28T23:08:03.612353,3,Node_waste_management_h9ltq,17.441947,78.369666,IIIT Campus,tds,AE-WM01,CoAP,00:05:00,200,1018
2025-10-28T23:08:03.611359,3,Node_water_quality_d3g69,17.405844,78.377802,Chandanagar,tds,AE-WQ01,MQTT,00:15:00,200,1021
2025-10-28T23:08:03.865435,2,Node_waste_management_nzygo,17.399682,78.353446,Kukatpally,tds,AE-WM01,CoAP,00:05:00,200,786
2025-10-28T23:08:03.936504,4,Node_waste_management_irv2a,17.387564,78.375847,BHEL,tds,AE-WM01,CoAP,00:05:00,200,803
2025-10-28T23:08:04.015149,4,Node_waste_management_0hkyy,17.413134,78.363802,Miyapur,tds,AE-WM01,MQTT,00:15:00,200,779
2025-10-28T23:08:04.080625,4,Node_water_quality_3djps,17.395364,78.382294,Madhapur,tds,AE-WQ01,CoAP,00:15:00,200,736
2025-10-28T23:08:04.118641,4,Node_waste_management_jowud,17.433806,78.394188,BHEL,tds,AE-WM01,MQTT,00:15:00,200,710
2025-10-28T23:08:04.126469,4,Node_water_quality_fipw9,17.393083,78.351533,Kukatpally,tds,AE-WQ01,CoAP,00:10:00,200,744
2025-10-28T23:08:03.937329,4,Node_water_quality_0jche,17.406546,78.358408,JNTU,tds,AE-WQ01,CoAP,00:10:00,200,935
2025-10-28T23:08:03.950928,2,Node_water_quality_6gweq,17.399649,78.375495,Kukatpally,tds,AE-WQ01,MQTT,00:15:00,200,990
2025-10-28T23:08:04.051779,5,Node_waste_management_77xx5,17.400481,78.376886,Chandanagar,tds,AE-WM01,CoAP,00:15:00,200,891
2025-10-28T23:08:03.976637,3,Node_waste_management_8y6yh,17.440272,78.371705,JNTU,tds,AE-WM01,MQTT,00:01:00,200,1007
2025-10-28T23:08:04.213745,4,Node_water_quality_wyfq2,17.42196,78.384561,Kothaguda,tds,AE-WQ01,CoAP,00:15:00,200,802
2025-10-28T23:08:04.136766,3,Node_waste_management_qyddv,17.405725,78.361582,Kondapur,tds,AE-WM01,CoAP,00:10:00,200,933
2025-10-28T23:08:04.161344,6,Node_waste_management_aul1o,17.436077,78.338486,Lingampally,tds,AE-WM01,MQTT,00:15:00,200,940
2025-10-28T23:08:04.193020,3,Node_water_quality_ykt5z,17.404784,78.338044,BHEL,tds,AE-WQ01,CoAP,00:01:00,200,931
2025-10-28T23:08:04.146973,3,Node_water_quality_8mocz,17.419809,78.351457,BHEL,tds,AE-WQ01,CoAP,00:15:00,200,983
2025-10-28T23:08:04.323737,4,Node_waste_management_1kcpp,17.444014,78.344625,Hitech City,tds,AE-WM01,CoAP,00:05:00,200,814
2025-10-28T23:08:03.986971,2,Node_waste_management_qm4di,17.40929,78.369572,Kukatpally,tds,AE-WM01,MQTT,00:15:00,200,1166
2025-10-28T23:08:04.403283,5,Node_water_quality_yd8c1,17.407273,78.390587,Kukatpally,tds,AE-WQ01,CoAP,00:05:00,200,807
2025-10-28T23:08:04.016609,4,Node_water_quality_ea30g,17.386051,78.391781,Gachibowli,tds,AE-WQ01,CoAP,00:15:00,200,1223
2025-10-28T23:08:04.458111,4,Node_water_quality_unech,17.438566,78.361753,Kondapur,tds,AE-WQ01,MQTT,00:01:00,200,854
2025-10-28T23:08:04.493428,4,Node_waste_management_53x0w,17.428273,78.390436,JNTU,tds,AE-WM01,MQTT,00:01:00,200,822
2025-10-28T23:08:04.443898,6,Node_water_quality_ha7ef,17.390741,78.337096,Lingampally,tds,AE-WQ01,MQTT,00:10:00,200,879
2025-10-28T23:08:04.549114,4,Node_waste_management_ec3u5,17.43907,78.340492,JNTU,tds,AE-WM01,CoAP,00:10:00,200,788
2025-10-28T23:08:04.587263,6,Node_water_quality_nhl0n,17.424291,78.361519,BHEL,tds,AE-WQ01,MQTT,00:10:00,200,786
2025-10-28T23:08:03.894905,4,Node_waste_management_pk9kp,17.392317,78.366284,Kothaguda,tds,AE-WM01,MQTT,00:10:00,200,1483
2025-10-28T23:08:04.554024,4,Node_waste_management_x6t8d,17.396314,78.349226,JNTU,tds,AE-WM01,CoAP,00:05:00,200,864
2025-10-28T23:08:04.741923,7,Node_waste_management_ootma,17.443962,78.337265,Kukatpally,tds,AE-WM01,MQTT,00:05:00,200,701
2025-10-28T23:08:04.857073,6,Node_water_quality_zer10,17.436603,78.388644,Kondapur,tds,AE-WQ01,CoAP,00:10:00,200,648
2025-10-28T23:08:04.050905,4,Node_waste_management_041aw,17.399864,78.353319,Chandanagar,tds,AE-WM01,MQTT,00:05:00,200,1471
2025-10-28T23:08:04.819782,5,Node_waste_management_ox95y,17.431176,78.368015,Kukatpally,tds,AE-WM01,CoAP,00:10:00,200,736
2025-10-28T23:08:04.068984,4,Node_water_quality_u2y19,17.402967,78.381621,Hitech City,tds,AE-WQ01,MQTT,00:10:00,200,1600
2025-10-28T23:08:04.308057,3,Node_waste_management_mj9jf,17.425313,78.354089,Chandanagar,tds,AE-WM01,MQTT,00:10:00,200,1362
2025-10-28T23:08:05.028706,4,Node_water_quality_84lns,17.406736,78.383049,Madhapur,tds,AE-WQ01,CoAP,00:01:00,200,694
2025-10-28T23:08:04.823698,4,Node_waste_management_gg2s8,17.41324,78.377933,Chandanagar,tds,AE-WM01,CoAP,00:01:00,200,930
2025-10-28T23:08:05.204258,5,Node_waste_management_93q8d,17.406891,78.348896,Kukatpally,tds,AE-WM01,MQTT,00:01:00,200,594
2025-10-28T23:08:04.416511,2,Node_water_quality_7esap,17.430676,78.360517,Miyapur,tds,AE-WQ01,MQTT,00:15:00,200,1390
2025-10-28T23:08:04.885660,4,Node_waste_management_zq17j,17.407756,78.355969,Chandanagar,tds,AE-WM01,CoAP,00:15:00,200,924
2025-10-28T23:08:04.993966,4,Node_waste_management_knhck,17.43706,78.344061,Hitech City,tds,AE-WM01,CoAP,00:10:00,200,819
2025-10-28T23:08:05.095798,5,Node_water_quality_0tgru,17.408241,78.380938,IIIT Campus,tds,AE-WQ01,MQTT,00:05:00,200,731
2025-10-28T23:08:05.044304,4,Node_water_quality_b286c,17.433545,78.376428,Hitech City,tds,AE-WQ01,CoAP,00:15:00,200,794
2025-10-28T23:08:04.857821,5,Node_waste_management_zpei0,17.405017,78.355079,JNTU,tds,AE-WM01,CoAP,00:10:00,200,983
2025-10-28T23:08:05.235338,3,Node_water_quality_j251s,17.398495,78.370431,Madhapur,tds,AE-WQ01,CoAP,00:10:00,200,610
2025-10-28T23:08:05.182324,4,Node_water_quality_vuqrd,17.433668,78.343481,BHEL,tds,AE-WQ01,CoAP,00:05:00,200,670
2025-10-28T23:08:05.242179,5,Node_waste_management_89lqm,17.437722,78.351629,Gachibowli,tds,AE-WM01,CoAP,00:05:00,200,628
2025-10-28T23:08:04.531524,2,Node_waste_management_t2pf3,17.439205,78.369851,Kothaguda,tds,AE-WM01,MQTT,00:05:00,200,1368
2025-10-28T23:08:05.223279,4,Node_water_quality_hvfrd,17.430503,78.36957,Lingampally,tds,AE-WQ01,CoAP,00:01:00,200,706
2025-10-28T23:08:04.302541,3,Node_waste_management_bilig,17.416724,78.39373,Kukatpally,tds,AE-WM01,MQTT,00:05:00,200,1651
2025-10-28T23:08:04.332136,3,Node_waste_management_3tflp,17.432986,78.379268,Miyapur,tds,AE-WM01,CoAP,00:05:00,200,1622
2025-10-28T23:08:05.345990,5,Node_waste_management_rd0uu,17.412523,78.341395,JNTU,tds,AE-WM01,CoAP,00:10:00,200,635
2025-10-28T23:08:04.537507,3,Node_waste_management_ipy7i,17.412076,78.348815,IIIT Campus,tds,AE-WM01,CoAP,00:15:00,200,1467
2025-10-28T23:08:05.362681,5,Node_waste_management_4stx1,17.412697,78.368383,Hitech City,tds,AE-WM01,CoAP,00:05:00,200,647
2025-10-28T23:08:05.429777,5,Node_water_quality_8j7ps,17.386775,78.381086,Kukatpally,tds,AE-WQ01,CoAP,00:15:00,200,591
2025-10-28T23:08:05.520749,5,Node_water_quality_lfmhl,17.408904,78.358054,Hitech City,tds,AE-WQ01,CoAP,00:10:00,200,512
